"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
313,"Jan Edgardo","Guillén","Guillén, Jan","140679-038F",11,"Testiosoite 313","10312 Helsinki","etunimi.sukunimi.312@example.com",2,314,,8355804,"2018-11-02 11:41:53.624807","2018-11-02 11:41:53.624807",FALSE,FALSE,
362,"Niklas Elias","Virkkala","Virkkala, Niklas","311052-006N",7,"Testiosoite 362","10361 Helsinki","etunimi.sukunimi.361@example.com",2,363,,8388605,"2018-11-02 11:41:54.257655","2018-11-02 11:41:54.257655",FALSE,FALSE,
319,"Antti Juho","Iso-Markku","Iso-Markku, Antti","190770-013C",5,"Testiosoite 319","10318 Helsinki","etunimi.sukunimi.318@example.com",2,320,,8388060,"2018-11-02 11:41:53.690367","2018-11-02 11:41:53.690367",FALSE,FALSE,
361,"Vuokko Valpuri","Viljanen","Viljanen, Vuokko","180470-033Y",4,"Testiosoite 361","10360 Helsinki","etunimi.sukunimi.360@example.com",2,362,,8388604,"2018-11-02 11:41:54.242128","2018-11-02 11:41:54.242128",FALSE,FALSE,
356,"Katri Ilmi Elina","Tuomainen","Tuomainen, Katri","200552-074R",10,"Testiosoite 356","10355 Helsinki","etunimi.sukunimi.355@example.com",2,357,,8388599,"2018-11-02 11:41:54.166567","2018-11-02 11:41:54.166567",FALSE,FALSE,
315,"Tatu Elias","Heinonen","Heinonen, Tatu","090662-0519",1,"Testiosoite 315","10314 Helsinki","etunimi.sukunimi.314@example.com",2,316,,8380380,"2018-11-02 11:41:53.646736","2018-11-02 11:41:53.646736",FALSE,FALSE,
355,"Pekka Matias","Tolvanen","Tolvanen, Pekka","011285-084Y",1,"Testiosoite 355","10354 Helsinki","etunimi.sukunimi.354@example.com",2,356,,8388598,"2018-11-02 11:41:54.152508","2018-11-02 11:41:54.152508",FALSE,FALSE,
353,"Riikka Maria","Taavetti","Taavetti, Riikka","080361-0520",11,"Testiosoite 353","10352 Helsinki","etunimi.sukunimi.352@example.com",2,354,,8388596,"2018-11-02 11:41:54.124208","2018-11-02 11:41:54.124208",FALSE,FALSE,
328,"Sara Helen","Korhonen","Korhonen, Sara","210667-065S",8,"Testiosoite 328","10327 Helsinki","etunimi.sukunimi.327@example.com",2,329,,8388571,"2018-11-02 11:41:53.788831","2018-11-02 11:41:53.788831",FALSE,FALSE,
329,"Vesa Kalervo","Korkkula","Korkkula, Vesa","060862-0874",5,"Testiosoite 329","10328 Helsinki","etunimi.sukunimi.328@example.com",2,330,,8388572,"2018-11-02 11:41:53.801323","2018-11-02 11:41:53.801323",FALSE,FALSE,
327,"Mikko Petteri","Korhonen","Korhonen, Mikko","181187-0950",6,"Testiosoite 327","10326 Helsinki","etunimi.sukunimi.326@example.com",2,328,,8388570,"2018-11-02 11:41:53.778146","2018-11-02 11:41:53.778146",FALSE,FALSE,
307,"Tuomo Veli Juhana","Alhojärvi","Alhojärvi, Tuomo","111086-0211",6,"Testiosoite 307","10306 Helsinki","etunimi.sukunimi.306@example.com",2,308,,6291420,"2018-11-02 11:41:53.559359","2018-11-02 11:41:53.559359",FALSE,FALSE,
310,"Otto Einar","Bruun","Bruun, Otto","291081-0465",2,"Testiosoite 310","10309 Helsinki","etunimi.sukunimi.309@example.com",2,311,,8126428,"2018-11-02 11:41:53.592397","2018-11-02 11:41:53.592397",FALSE,FALSE,
343,"Saara Sylvia","Pietinen","Pietinen, Saara","031075-036H",11,"Testiosoite 343","10342 Helsinki","etunimi.sukunimi.342@example.com",2,344,,8388586,"2018-11-02 11:41:53.985037","2018-11-02 11:41:53.985037",FALSE,FALSE,
354,"Niilo Ville Johannes","Tenkanen","Tenkanen, Niilo","090568-044T",9,"Testiosoite 354","10353 Helsinki","etunimi.sukunimi.353@example.com",2,355,,8388597,"2018-11-02 11:41:54.138712","2018-11-02 11:41:54.138712",FALSE,FALSE,
335,"Agneta Maria Helena","Lundqvist","Lundqvist, Agneta","111170-080L",1,"Testiosoite 335","10334 Helsinki","etunimi.sukunimi.334@example.com",2,336,,8388578,"2018-11-02 11:41:53.877458","2018-11-02 11:41:53.877458",FALSE,FALSE,
348,"Saila Marjaana","Ruuth","Ruuth, Saila","270164-085F",8,"Testiosoite 348","10347 Helsinki","etunimi.sukunimi.347@example.com",2,349,,8388591,"2018-11-02 11:41:54.053426","2018-11-02 11:41:54.053426",FALSE,FALSE,
364,"Tuukka Salu Santeri","Ylä-Anttila","Ylä-Anttila, Tuukka","010952-0531",9,"Testiosoite 364","10363 Helsinki","etunimi.sukunimi.363@example.com",2,365,,8388607,"2018-11-02 11:41:54.287401","2018-11-02 11:41:54.287401",FALSE,FALSE,
385,"Markus Sakari","Koljonen","Koljonen, Markus","250687-098K",1,"Testiosoite 385","10384 Helsinki","etunimi.sukunimi.384@example.com",1,386,,8388564,"2018-11-02 11:41:54.536929","2018-11-02 11:41:54.536929",FALSE,FALSE,
393,"Oliver","Lewis","Lewis, Oliver","261162-038V",11,"Testiosoite 393","10392 Helsinki","etunimi.sukunimi.392@example.com",1,394,,8388576,"2018-11-02 11:41:54.638951","2018-11-02 11:41:54.638951",FALSE,FALSE,
402,"Daniela Deborah","Mörtengren","Mörtengren, Daniela","031268-0049",7,"Testiosoite 402","10401 Helsinki","etunimi.sukunimi.401@example.com",1,403,,8388585,"2018-11-02 11:41:54.762225","2018-11-02 11:41:54.762225",FALSE,FALSE,
421,"Erika Eveliina","Voutilainen","Voutilainen, Erika","010975-0263",4,"Testiosoite 421","10420 Helsinki","etunimi.sukunimi.420@example.com",1,422,,8388604,"2018-11-02 11:41:55.04324","2018-11-02 11:41:55.04324",FALSE,FALSE,
375,"Lauri Akseli","Jahkola","Jahkola, Lauri","010176-077J",1,"Testiosoite 375","10374 Helsinki","etunimi.sukunimi.374@example.com",1,376,,8380380,"2018-11-02 11:41:54.418648","2018-11-02 11:41:54.418648",FALSE,FALSE,
380,"Riikka Maria","Karhu","Karhu, Riikka","011061-073T",2,"Testiosoite 380","10379 Helsinki","etunimi.sukunimi.379@example.com",1,381,,8388316,"2018-11-02 11:41:54.478998","2018-11-02 11:41:54.478998",FALSE,FALSE,
367,"Anni Riitta Emilia","Forselius","Forselius, Anni","020573-025Y",6,"Testiosoite 367","10366 Helsinki","etunimi.sukunimi.366@example.com",1,368,,6291420,"2018-11-02 11:41:54.322802","2018-11-02 11:41:54.322802",FALSE,FALSE,
410,"Suvi Maria","Rinkineva","Rinkineva, Suvi","030664-001A",2,"Testiosoite 410","10409 Helsinki","etunimi.sukunimi.409@example.com",1,411,,8388593,"2018-11-02 11:41:54.875827","2018-11-02 11:41:54.875827",FALSE,FALSE,
386,"Aino Kaarina","Korhonen","Korhonen, Kaarina","300964-007B",10,"Testiosoite 386","10385 Helsinki","etunimi.sukunimi.385@example.com",1,387,,8388568,"2018-11-02 11:41:54.549016","2018-11-02 11:41:54.549016",FALSE,FALSE,
392,"Jenni Elina","Lehtonen","Lehtonen, Jenni","140461-0952",7,"Testiosoite 392","10391 Helsinki","etunimi.sukunimi.391@example.com",1,393,,8388575,"2018-11-02 11:41:54.624807","2018-11-02 11:41:54.624807",FALSE,FALSE,
404,"Erkki Hermanni","Perälä","Perälä, Erkki","150982-087W",9,"Testiosoite 404","10403 Helsinki","etunimi.sukunimi.403@example.com",1,405,,8388587,"2018-11-02 11:41:54.789977","2018-11-02 11:41:54.789977",FALSE,FALSE,
419,"Amu Anna-Maria","Urhonen","Urhonen, Amu","010990-023V",5,"Testiosoite 419","10418 Helsinki","etunimi.sukunimi.418@example.com",1,420,,8388602,"2018-11-02 11:41:55.013414","2018-11-02 11:41:55.013414",FALSE,FALSE,
379,"Emma Karoliina","Kari","Kari, Emma","060589-002X",5,"Testiosoite 379","10378 Helsinki","etunimi.sukunimi.378@example.com",1,380,,8388060,"2018-11-02 11:41:54.467083","2018-11-02 11:41:54.467083",FALSE,FALSE,
391,"Senja Susanna","Laakso","Laakso, Senja","120386-031B",4,"Testiosoite 391","10390 Helsinki","etunimi.sukunimi.390@example.com",1,392,,8388574,"2018-11-02 11:41:54.611944","2018-11-02 11:41:54.611944",FALSE,FALSE,
405,"Niklas Henrik Juhana","Piiparinen","Piiparinen, Niklas","130453-083Y",1,"Testiosoite 405","10404 Helsinki","etunimi.sukunimi.404@example.com",1,406,,8388588,"2018-11-02 11:41:54.804082","2018-11-02 11:41:54.804082",FALSE,FALSE,
400,"Ville Viljami","Muuttomaa","Muuttomaa, Viljami","200270-074Y",2,"Testiosoite 400","10399 Helsinki","etunimi.sukunimi.399@example.com",1,401,,8388583,"2018-11-02 11:41:54.734485","2018-11-02 11:41:54.734485",FALSE,FALSE,
381,"Laura Emelia","Keski-Hakuni","Keski-Hakuni, Laura","191185-018M",4,"Testiosoite 381","10380 Helsinki","etunimi.sukunimi.380@example.com",1,382,,8388444,"2018-11-02 11:41:54.490501","2018-11-02 11:41:54.490501",FALSE,FALSE,
408,"Joonas Ilmari","Rentola","Rentola, Joonas","061256-061Y",8,"Testiosoite 408","10407 Helsinki","etunimi.sukunimi.407@example.com",1,409,,8388591,"2018-11-02 11:41:54.847061","2018-11-02 11:41:54.847061",FALSE,FALSE,
420,"Elina Cecilia","Valkama","Valkama, Elina","180950-035W",2,"Testiosoite 420","10419 Helsinki","etunimi.sukunimi.419@example.com",1,421,,8388603,"2018-11-02 11:41:55.028308","2018-11-02 11:41:55.028308",FALSE,FALSE,
423,"Pyry Petteri","Waltari","Waltari, Pyry","070771-032H",11,"Testiosoite 423","10422 Helsinki","etunimi.sukunimi.422@example.com",1,424,,8388606,"2018-11-02 11:41:55.074641","2018-11-02 11:41:55.074641",FALSE,FALSE,
372,"Ville Herman","Hulkkonen","Hulkkonen, Ville","310678-0984",7,"Testiosoite 372","10371 Helsinki","etunimi.sukunimi.371@example.com",1,373,,8323036,"2018-11-02 11:41:54.382923","2018-11-02 11:41:54.382923",FALSE,FALSE,
378,"Annika","Kantola","Kantola, Annika","250568-0809",8,"Testiosoite 378","10377 Helsinki","etunimi.sukunimi.377@example.com",1,379,,8387548,"2018-11-02 11:41:54.45417","2018-11-02 11:41:54.45417",FALSE,FALSE,
412,"Antti Samuli","Salovaara","Salovaara, Antti","030651-0064",7,"Testiosoite 412","10411 Helsinki","etunimi.sukunimi.411@example.com",1,413,,8388595,"2018-11-02 11:41:54.906047","2018-11-02 11:41:54.906047",FALSE,FALSE,
416,"Essi Inkeri","Sulander","Sulander, Essi","071188-0335",10,"Testiosoite 416","10415 Helsinki","etunimi.sukunimi.415@example.com",1,417,,8388599,"2018-11-02 11:41:54.968753","2018-11-02 11:41:54.968753",FALSE,FALSE,
369,"Maija Sylvia","Hausen","Hausen, Maija","070878-044H",5,"Testiosoite 369","10368 Helsinki","etunimi.sukunimi.368@example.com",1,370,,7864284,"2018-11-02 11:41:54.346508","2018-11-02 11:41:54.346508",FALSE,FALSE,
376,"Veikko Ilmari","Jauhiainen","Jauhiainen, Ilmari","101188-012D",10,"Testiosoite 376","10375 Helsinki","etunimi.sukunimi.375@example.com",1,377,,8384476,"2018-11-02 11:41:54.430067","2018-11-02 11:41:54.430067",FALSE,FALSE,
366,"Mikko Juhani","Ekqvist","Ekqvist, Mikko","060774-038U",10,"Testiosoite 366","10365 Helsinki","etunimi.sukunimi.365@example.com",1,367,,4194268,"2018-11-02 11:41:54.311233","2018-11-02 11:41:54.311233",FALSE,FALSE,
401,"Laura Pauliina","Mynttinen","Mynttinen, Laura","300787-003J",4,"Testiosoite 401","10400 Helsinki","etunimi.sukunimi.400@example.com",1,402,,8388584,"2018-11-02 11:41:54.748475","2018-11-02 11:41:54.748475",FALSE,FALSE,
370,"Riikka Maaria Elena","Henttonen","Henttonen, Riikka","110286-063X",2,"Testiosoite 370","10369 Helsinki","etunimi.sukunimi.369@example.com",1,371,,8126428,"2018-11-02 11:41:54.35849","2018-11-02 11:41:54.35849",FALSE,FALSE,
371,"Daniel Alexander","Holst","Holst, Alexander","281172-0548",4,"Testiosoite 371","10370 Helsinki","etunimi.sukunimi.370@example.com",1,372,,8257500,"2018-11-02 11:41:54.370963","2018-11-02 11:41:54.370963",FALSE,FALSE,
373,"Aaro Markus Sakari","Häkkinen","Häkkinen, Aaro","311251-024L",11,"Testiosoite 373","10372 Helsinki","etunimi.sukunimi.372@example.com",1,374,,8355804,"2018-11-02 11:41:54.39474","2018-11-02 11:41:54.39474",FALSE,FALSE,
377,"Olga","Kaijalainen","Kaijalainen, Olga","230777-070L",6,"Testiosoite 377","10376 Helsinki","etunimi.sukunimi.376@example.com",1,378,,8386524,"2018-11-02 11:41:54.442025","2018-11-02 11:41:54.442025",FALSE,FALSE,
388,"Tiina Maria","Korvela","Korvela, Tiina","290368-052B",8,"Testiosoite 388","10387 Helsinki","etunimi.sukunimi.387@example.com",1,389,,8388571,"2018-11-02 11:41:54.572323","2018-11-02 11:41:54.572323",FALSE,FALSE,
411,"Hanna Marika","Räisänen","Räisänen, Hanna","030183-0603",4,"Testiosoite 411","10410 Helsinki","etunimi.sukunimi.410@example.com",1,412,,8388594,"2018-11-02 11:41:54.891456","2018-11-02 11:41:54.891456",FALSE,FALSE,
415,"Anna-Leena","Sjövall","Sjövall, Anna","170364-0417",1,"Testiosoite 415","10414 Helsinki","etunimi.sukunimi.414@example.com",1,416,,8388598,"2018-11-02 11:41:54.953686","2018-11-02 11:41:54.953686",FALSE,FALSE,
403,"Maria Karoliina","Ohisalo","Ohisalo, Maria","230362-007F",11,"Testiosoite 403","10402 Helsinki","etunimi.sukunimi.402@example.com",1,404,,8388586,"2018-11-02 11:41:54.776195","2018-11-02 11:41:54.776195",FALSE,FALSE,
396,"Mikko Jyrki Johannes","Lindström","Lindström, Mikko","151076-002D",10,"Testiosoite 396","10395 Helsinki","etunimi.sukunimi.395@example.com",1,397,,8388579,"2018-11-02 11:41:54.679746","2018-11-02 11:41:54.679746",FALSE,FALSE,
368,"Anssi Mikael","Hannula","Hannula, Anssi","100875-074M",8,"Testiosoite 368","10367 Helsinki","etunimi.sukunimi.367@example.com",1,369,,7339996,"2018-11-02 11:41:54.334701","2018-11-02 11:41:54.334701",FALSE,FALSE,
374,"Jehki Joonatan","Härkönen","Härkönen, Jehki","080675-081Y",9,"Testiosoite 374","10373 Helsinki","etunimi.sukunimi.373@example.com",1,375,,8372188,"2018-11-02 11:41:54.406977","2018-11-02 11:41:54.406977",FALSE,FALSE,
394,"Jaakko Santeri","Lindfors","Lindfors, Jaakko","240157-089V",9,"Testiosoite 394","10393 Helsinki","etunimi.sukunimi.393@example.com",1,395,,8388577,"2018-11-02 11:41:54.652568","2018-11-02 11:41:54.652568",FALSE,FALSE,
395,"Jon Michael","Lindström","Lindström, Jon","051283-016U",1,"Testiosoite 395","10394 Helsinki","etunimi.sukunimi.394@example.com",1,396,,8388578,"2018-11-02 11:41:54.665931","2018-11-02 11:41:54.665931",FALSE,FALSE,
387,"Lotta Kaisa","Kortteinen","Kortteinen, Lotta","280259-0373",6,"Testiosoite 387","10386 Helsinki","etunimi.sukunimi.386@example.com",1,388,,8388570,"2018-11-02 11:41:54.5605","2018-11-02 11:41:54.5605",FALSE,FALSE,
409,"Jamila","R Farag","R Farag, Jamila","260765-0261",5,"Testiosoite 409","10408 Helsinki","etunimi.sukunimi.408@example.com",1,410,,8388592,"2018-11-02 11:41:54.861348","2018-11-02 11:41:54.861348",FALSE,FALSE,
384,"Antti Tapio","Kiuru","Kiuru, Antti","160976-008E",9,"Testiosoite 384","10383 Helsinki","etunimi.sukunimi.383@example.com",1,385,,8388556,"2018-11-02 11:41:54.525159","2018-11-02 11:41:54.525159",FALSE,FALSE,
414,"Elina Talvikki","Silkelä","Silkelä, Elina","130463-096Y",9,"Testiosoite 414","10413 Helsinki","etunimi.sukunimi.413@example.com",1,415,,8388597,"2018-11-02 11:41:54.938881","2018-11-02 11:41:54.938881",FALSE,FALSE,
407,"Simo Ahti Aleksi","Raittila","Raittila, Simo","070853-0453",6,"Testiosoite 407","10406 Helsinki","etunimi.sukunimi.406@example.com",1,408,,8388590,"2018-11-02 11:41:54.832696","2018-11-02 11:41:54.832696",FALSE,FALSE,
399,"Helena","McKeough","McKeough, Helena","050178-0359",5,"Testiosoite 399","10398 Helsinki","etunimi.sukunimi.398@example.com",1,400,,8388582,"2018-11-02 11:41:54.720547","2018-11-02 11:41:54.720547",FALSE,FALSE,
417,"Martti Olavi","Tulenheimo","Tulenheimo, Martti","230679-0666",6,"Testiosoite 417","10416 Helsinki","etunimi.sukunimi.416@example.com",1,418,,8388600,"2018-11-02 11:41:54.983433","2018-11-02 11:41:54.983433",FALSE,FALSE,
365,"Vilja Laura Ilona","Alanko","Alanko, Vilja","261168-0626",1,"Testiosoite 365","10364 Helsinki","etunimi.sukunimi.364@example.com",1,366,,-36,"2018-11-02 11:41:54.299344","2018-11-02 11:41:54.299344",FALSE,FALSE,
413,"Niklas Otto","Saxen","Saxen, Niklas","180275-0141",11,"Testiosoite 413","10412 Helsinki","etunimi.sukunimi.412@example.com",1,414,,8388596,"2018-11-02 11:41:54.921893","2018-11-02 11:41:54.921893",FALSE,FALSE,
418,"Tuomas Ville Mikael","Tuure","Tuure, Tuomas","281153-064N",8,"Testiosoite 418","10417 Helsinki","etunimi.sukunimi.417@example.com",1,419,,8388601,"2018-11-02 11:41:54.998128","2018-11-02 11:41:54.998128",FALSE,FALSE,
383,"Janne Matti","Kirjasniemi","Kirjasniemi, Janne","031060-012V",11,"Testiosoite 383","10382 Helsinki","etunimi.sukunimi.382@example.com",1,384,,8388540,"2018-11-02 11:41:54.513446","2018-11-02 11:41:54.513446",FALSE,FALSE,
398,"Jukka Tapio","Marttinen","Marttinen, Jukka","091060-043R",8,"Testiosoite 398","10397 Helsinki","etunimi.sukunimi.397@example.com",1,399,,8388581,"2018-11-02 11:41:54.706764","2018-11-02 11:41:54.706764",FALSE,FALSE,
422,"Taru Anna Elina","Väyrynen","Väyrynen, Taru","101062-0216",7,"Testiosoite 422","10421 Helsinki","etunimi.sukunimi.421@example.com",1,423,,8388605,"2018-11-02 11:41:55.059457","2018-11-02 11:41:55.059457",FALSE,FALSE,
389,"Anna Maarit","Koskinen","Koskinen, Anna","090478-0614",5,"Testiosoite 389","10388 Helsinki","etunimi.sukunimi.388@example.com",1,390,,8388572,"2018-11-02 11:41:54.585964","2018-11-02 11:41:54.585964",FALSE,FALSE,
382,"Jaana Liisa Kaisa","Kiesiläinen","Kiesiläinen, Jaana","291063-0687",7,"Testiosoite 382","10381 Helsinki","etunimi.sukunimi.381@example.com",1,383,,8388508,"2018-11-02 11:41:54.501988","2018-11-02 11:41:54.501988",FALSE,FALSE,
397,"Sarianna Karoliina","Mankki","Mankki, Sarianna","200780-018S",6,"Testiosoite 397","10396 Helsinki","etunimi.sukunimi.396@example.com",1,398,,8388580,"2018-11-02 11:41:54.693083","2018-11-02 11:41:54.693083",FALSE,FALSE,
390,"Jaakko Sakarias","Kulhia","Kulhia, Jaakko","100170-074P",2,"Testiosoite 390","10389 Helsinki","etunimi.sukunimi.389@example.com",1,391,,8388573,"2018-11-02 11:41:54.598926","2018-11-02 11:41:54.598926",FALSE,FALSE,
406,"Satu Maria","Pusa","Pusa, Satu","060873-0038",10,"Testiosoite 406","10405 Helsinki","etunimi.sukunimi.405@example.com",1,407,,8388589,"2018-11-02 11:41:54.818369","2018-11-02 11:41:54.818369",FALSE,FALSE,
424,"Johanna Maria Larsdotter","Warius","Warius, Johanna","080651-005A",9,"Testiosoite 424","10423 Helsinki","etunimi.sukunimi.423@example.com",1,425,,8388607,"2018-11-02 11:41:55.090177","2018-11-02 11:41:55.090177",FALSE,FALSE,
441,"Hannu Sakari","Hotti","Hotti, Hannu","051252-0265",4,"Testiosoite 441","10440 Helsinki","etunimi.sukunimi.440@example.com",9,442,,8388444,"2018-11-02 11:41:55.289534","2018-11-02 11:41:55.289534",FALSE,FALSE,
467,"Mirja valpuri","Komulainen","Komulainen, Mirja","261274-070T",6,"Testiosoite 467","10466 Helsinki","etunimi.sukunimi.466@example.com",9,468,,8388590,"2018-11-02 11:41:55.628747","2018-11-02 11:41:55.628747",FALSE,FALSE,
468,"Pauliina Elina","Ojala","Ojala, Pauliina","281067-030C",8,"Testiosoite 468","10467 Helsinki","etunimi.sukunimi.467@example.com",9,469,,8388591,"2018-11-02 11:41:55.64287","2018-11-02 11:41:55.64287",FALSE,FALSE,
439,"Hanna Eveliina","Lämsä","Lämsä, Hanna","210579-074B",5,"Testiosoite 439","10438 Helsinki","etunimi.sukunimi.438@example.com",9,440,,8388060,"2018-11-02 11:41:55.266716","2018-11-02 11:41:55.266716",FALSE,FALSE,
480,"Tobias Matias","Rask","Rask, Tobias","260172-0935",2,"Testiosoite 480","10479 Helsinki","etunimi.sukunimi.479@example.com",9,481,,8388603,"2018-11-02 11:41:55.816952","2018-11-02 11:41:55.816952",FALSE,FALSE,
483,"Veikko Johannes","Jarmala","Jarmala, Veikko","300867-0036",11,"Testiosoite 483","10482 Helsinki","etunimi.sukunimi.482@example.com",9,484,,8388606,"2018-11-02 11:41:55.868061","2018-11-02 11:41:55.868061",FALSE,FALSE,
482,"Veera Vilhelmiina","Ryynänen","Ryynänen, Veera","231251-083B",7,"Testiosoite 482","10481 Helsinki","etunimi.sukunimi.481@example.com",9,483,,8388605,"2018-11-02 11:41:55.84691","2018-11-02 11:41:55.84691",FALSE,FALSE,
428,"Anja Kaarina","Heikkilä","Heikkilä, Anja","080858-068S",8,"Testiosoite 428","10427 Helsinki","etunimi.sukunimi.427@example.com",9,429,,7339996,"2018-11-02 11:41:55.137066","2018-11-02 11:41:55.137066",FALSE,FALSE,
448,"Jere Fred Olavi","Nyman","Nyman, Jere","150354-083P",8,"Testiosoite 448","10447 Helsinki","etunimi.sukunimi.447@example.com",9,449,,8388571,"2018-11-02 11:41:55.370852","2018-11-02 11:41:55.370852",FALSE,FALSE,
450,"Johanna Maria Elisabeth","Riitakorpi","Riitakorpi, Johanna","140958-067D",2,"Testiosoite 450","10449 Helsinki","etunimi.sukunimi.449@example.com",9,451,,8388573,"2018-11-02 11:41:55.398166","2018-11-02 11:41:55.398166",FALSE,FALSE,
481,"Ulrika Anna Maria","Hänninen","Hänninen, Ulrika","020352-017N",4,"Testiosoite 481","10480 Helsinki","etunimi.sukunimi.480@example.com",9,482,,8388604,"2018-11-02 11:41:55.831582","2018-11-02 11:41:55.831582",FALSE,FALSE,
430,"Antti Heikki Tapani","Kosonen","Kosonen, Antti","080271-072D",2,"Testiosoite 430","10429 Helsinki","etunimi.sukunimi.429@example.com",9,431,,8126428,"2018-11-02 11:41:55.160541","2018-11-02 11:41:55.160541",FALSE,FALSE,
459,"Pia Laura Anneli","Penttilä","Penttilä, Laura","171174-030W",5,"Testiosoite 459","10458 Helsinki","etunimi.sukunimi.458@example.com",9,460,,8388582,"2018-11-02 11:41:55.520458","2018-11-02 11:41:55.520458",FALSE,FALSE,
438,"Eva-Stina Merith","Slotte","Slotte, Eva-Stina","190586-042U",8,"Testiosoite 438","10437 Helsinki","etunimi.sukunimi.437@example.com",9,439,,8387548,"2018-11-02 11:41:55.254857","2018-11-02 11:41:55.254857",FALSE,FALSE,
452,"Sanna Kaisa","Tiainen","Tiainen, Kaisa","230777-000B",7,"Testiosoite 452","10451 Helsinki","etunimi.sukunimi.451@example.com",9,453,,8388575,"2018-11-02 11:41:55.426663","2018-11-02 11:41:55.426663",FALSE,FALSE,
429,"Antti Gustav Rikhard","Björklund","Björklund, Antti","260664-009D",5,"Testiosoite 429","10428 Helsinki","etunimi.sukunimi.428@example.com",9,430,,7864284,"2018-11-02 11:41:55.149129","2018-11-02 11:41:55.149129",FALSE,FALSE,
